,game_id,game_datetime,game_date,game_type,status,away_name,home_name,away_id,home_id,doubleheader,game_num,home_probable_pitcher,away_probable_pitcher,home_pitcher_note,away_pitcher_note,away_score,home_score,current_inning,inning_state,venue_id,venue_name,national_broadcasts,series_status,winning_team,losing_team,winning_pitcher,losing_pitcher,save_pitcher,summary
150,716974,2023-08-16T17:10:00Z,2023-08-16,R,Scheduled,Pittsburgh Pirates,New York Mets,134,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-08-16 - Pittsburgh Pirates @ New York Mets (Scheduled)
151,716958,2023-08-17T23:15:00Z,2023-08-17,R,Scheduled,New York Mets,St. Louis Cardinals,121,138,N,1,,,,,0,0,,,2889,Busch Stadium,[],,,,,,,2023-08-17 - New York Mets @ St. Louis Cardinals (Scheduled)
152,716952,2023-08-19T00:15:00Z,2023-08-18,R,Scheduled,New York Mets,St. Louis Cardinals,121,138,N,1,,,,,0,0,,,2889,Busch Stadium,[],,,,,,,2023-08-18 - New York Mets @ St. Louis Cardinals (Scheduled)
153,716940,2023-08-19T23:15:00Z,2023-08-19,R,Scheduled,New York Mets,St. Louis Cardinals,121,138,N,1,,,,,0,0,,,2889,Busch Stadium,[],,,,,,,2023-08-19 - New York Mets @ St. Louis Cardinals (Scheduled)
154,716921,2023-08-20T18:15:00Z,2023-08-20,R,Scheduled,New York Mets,St. Louis Cardinals,121,138,N,1,,,,,0,0,,,2889,Busch Stadium,[],,,,,,,2023-08-20 - New York Mets @ St. Louis Cardinals (Scheduled)
155,716910,2023-08-21T23:20:00Z,2023-08-21,R,Scheduled,New York Mets,Atlanta Braves,121,144,N,1,,,,,0,0,,,4705,Truist Park,[],,,,,,,2023-08-21 - New York Mets @ Atlanta Braves (Scheduled)
156,716891,2023-08-22T23:20:00Z,2023-08-22,R,Scheduled,New York Mets,Atlanta Braves,121,144,N,1,,,,,0,0,,,4705,Truist Park,[],,,,,,,2023-08-22 - New York Mets @ Atlanta Braves (Scheduled)
157,716876,2023-08-23T23:20:00Z,2023-08-23,R,Scheduled,New York Mets,Atlanta Braves,121,144,N,1,,,,,0,0,,,4705,Truist Park,[],,,,,,,2023-08-23 - New York Mets @ Atlanta Braves (Scheduled)
158,716855,2023-08-25T23:10:00Z,2023-08-25,R,Scheduled,Los Angeles Angels,New York Mets,108,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-08-25 - Los Angeles Angels @ New York Mets (Scheduled)
159,716840,2023-08-26T23:10:00Z,2023-08-26,R,Scheduled,Los Angeles Angels,New York Mets,108,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-08-26 - Los Angeles Angels @ New York Mets (Scheduled)
160,716829,2023-08-27T16:05:00Z,2023-08-27,R,Scheduled,Los Angeles Angels,New York Mets,108,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-08-27 - Los Angeles Angels @ New York Mets (Scheduled)
161,716818,2023-08-28T23:10:00Z,2023-08-28,R,Scheduled,Texas Rangers,New York Mets,140,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-08-28 - Texas Rangers @ New York Mets (Scheduled)
162,716799,2023-08-29T23:10:00Z,2023-08-29,R,Scheduled,Texas Rangers,New York Mets,140,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-08-29 - Texas Rangers @ New York Mets (Scheduled)
163,716783,2023-08-30T22:40:00Z,2023-08-30,R,Scheduled,Texas Rangers,New York Mets,140,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-08-30 - Texas Rangers @ New York Mets (Scheduled)
164,716769,2023-09-01T23:10:00Z,2023-09-01,R,Scheduled,Seattle Mariners,New York Mets,136,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-09-01 - Seattle Mariners @ New York Mets (Scheduled)
165,716751,2023-09-02T23:10:00Z,2023-09-02,R,Scheduled,Seattle Mariners,New York Mets,136,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-09-02 - Seattle Mariners @ New York Mets (Scheduled)
166,716742,2023-09-03T17:40:00Z,2023-09-03,R,Scheduled,Seattle Mariners,New York Mets,136,121,N,1,,,,,0,0,,,3289,Citi Field,[],,,,,,,2023-09-03 - Seattle Mariners @ New York Mets (Scheduled)
167,716715,2023-09-05T23:05:00Z,2023-09-05,R,Scheduled,New York Mets,Washington Nationals,121,120,N,1,,,,,0,0,,,3309,Nationals Park,[],,,,,,,2023-09-05 - New York Mets @ Washington Nationals (Scheduled)
